,StockType,Title,Exterior,Interior,Transmission,Drivetrain,Price,Mileage
0,USED,2004 Mazda RX-8 Sport Automatic,Gray,Black,Automatic,RWD,3999,105793
1,USED,2016 Mercedes-Benz AMG GT AMG GT S,Blue,Other,Automatic,RWD,68500,32114
2,USED,2017 INFINITI Q60 3.0T Premium,Gray,Gray,Automatic,RWD,22500,56419
3,USED,1992 Honda Prelude S,Black,Black,Manual,FWD,2998,261237
4,USED,2016 Scion tC w/ sunroof,White,Gray,Other / Unknown,FWD,14000,41690
5,USED,2011 Honda CR-Z EX,Gray,Silver,CVT,FWD,4950,110997
6,USED,2012 Audi S5 4.2 Prestige quattro,Gray,Beige,Automatic,AWD,14495,64275
7,USED,2014 Scion tC CERTIFIED PRE OWNED,White,Black,Automatic,FWD,9999,81839
8,USED,2010 smart ForTwo Passion,White,Black,Automatic,RWD,5499,41489
9,USED,1993 Nissan 300ZX,Blue,Gray,Automatic,FWD,5000,98538
10,USED,2005 Chrysler Crossfire Limited,Blue,Gray,Manual,RWD,5995,41890
11,USED,2003 Nissan 350Z Enthusiast,Black,Black,Manual,RWD,6800,133023
12,USED,2006 Mercedes-Benz CL500,Black,Black,Automatic,RWD,9950,86585
13,USED,1985 Porsche 944,Black,Black,Manual,RWD,3795,41763
14,USED,2007 Ford Shelby GT500 Base,Blue,Black,Manual,RWD,19900,26103
15,USED,2006 Hyundai Tiburon,Blue,Other,Automatic,FWD,4995,132963
16,USED,2004 Pontiac GTO Base,Black,Black,Automatic,RWD,13000,20266
17,USED,2014 Scion tC,Gray,Gray,Manual,FWD,3995,103233
18,USED,2006 INFINITI G35 Base,Black,White,Manual,RWD,6950,68579
19,USED,2004 Pontiac GTO,Silver,Red,Manual,RWD,12999,51284
20,USED,2008 Hyundai Tiburon GT Limited,Gray,Black,Automatic,FWD,5995,83369
21,USED,1979 Ford Thunderbird ONE OWNER,Black,Other,Automatic,Unknown,7500,36428
22,USED,2013 Scion FR-S,Black,Black,Manual,RWD,7995,46364
23,USED,2017 BMW M240 i,White,Brown,Manual,RWD,33995,28966
24,USED,2009 Jaguar XKR,Gray,Black,Automatic,RWD,18500,73798
25,USED,1972 Chevrolet Monte Carlo,Brown,White,Automatic,RWD,15800,35201
26,USED,1984 Porsche 944,Blue,Black,Manual,Unknown,4880,168678
27,USED,2014 BMW i8 Base,Gray,Other,Automatic,AWD,57985,27073
28,NEW,2020 BMW 230 i xDrive,Black,Black,Automatic,AWD,44260,0
29,BMW CERTIFIED,2016 BMW i8 Base,White,White,Automatic,AWD,66500,28643
30,USED,2017 Acura NSX Base,Red,Black,Automatic,AWD,124275,7137
31,USED,2013 Volkswagen CC 2.0T Sport,Black,Black,Automatic,FWD,9000,68208
32,USED,1985 Pontiac Fiero GT,Black,Gray,Manual,RWD,8799,26550
33,USED,2018 Lexus LC 500 Base,White,Red,Automatic,RWD,69538,17212
34,USED,2011 Scion tC Base,Black,Black,Manual,FWD,6971,62355
35,USED,1998 Lincoln Mark VIII,Other,Gray,Automatic,RWD,4791,$1002
36,ASTON MARTIN CERTIFIED,2019 Aston Martin Vantage Base,Black,Black,Automatic,RWD,133000,1245
37,USED,2006 Chevrolet Monte Carlo SS,Red,Black,Automatic,FWD,7995,60705
38,USED,2016 Scion FR-S Release Series 2.0,Black,Black,Automatic,RWD,11495,33889
39,USED,2015 Honda Civic EX,Other,Other,CVT,FWD,5995,49892
40,USED,1993 Mazda RX-7,Red,Red,Manual,Unknown,28977,73968
41,USED,1998 Lincoln Mark VIII,White,Beige,Automatic,RWD,4900,64964
42,USED,2015 Lexus RC F Base,Black,Other,Automatic,RWD,39890,29427
43,USED,2004 Mazda RX-8 Base,Gray,Black,Manual,RWD,7900,40567
44,USED,2003 Pontiac Grand Am GT,Black,Black,Automatic,FWD,3450,94921
45,USED,2013 Subaru BRZ Limited,Black,Black,Manual,RWD,9499,88550
46,USED,2017 Lotus Evora 400 Base,Green,Black,Manual,RWD,71000,668
47,USED,2017 Lotus Evora 400 Base,Black,Red,Automatic,RWD,77995,114
48,USED,2016 BMW i8 2dr Cpe,Other,White,Automatic,AWD,64999,20763
49,USED,2003 Nissan 350Z Touring,Other,Black,Automatic,RWD,5695,149619
50,USED,2006 Toyota Camry Solara SE V6,White,Other,Automatic,FWD,3999,146895
51,USED,2013 Ferrari 458 Italia Base,Black,Other,Automatic,RWD,158000,18958
52,USED,2013 smart ForTwo,Blue,Black,Automatic,RWD,6229,37553
53,USED,2006 Pontiac GTO,Silver,Black,Manual,RWD,11990,93619
54,USED,2004 Chrysler Crossfire,Black,Black,Automatic,RWD,8991,44672
55,USED,2016 Hyundai Genesis Coupe 3.8 R-Spec,Red,Black,Manual,RWD,19372,$627
56,USED,2008 Audi R8 2dr Cpe Man quattro *Ltd Avail*,Black,Other,Automatic,AWD,60000,18028
57,USED,2016 Honda CR-Z EX-RARE! 2-TONE INTERIOR! BLUETOOTH! WHEEL,White,Orange,CVT,FWD,13475,32511
58,USED,2019 BMW M850 i xDrive,Black,Other,Automatic,AWD,81995,9633
59,USED,2004 Mazda RX-8 Sport Automatic,Gray,Black,Automatic,RWD,3995,91120
60,USED,2015 Rolls-Royce Wraith Base,Black,Black,Automatic,RWD,169900,$10000
61,USED,1995 Acura Integra LS,Red,Gray,Manual,FWD,4995,77225
62,USED,1990 Nissan 300ZX GS,Yellow,Other,Automatic,RWD,6495,99904
63,USED,2018 smart ForTwo Electric Drive,Other,Other,Automatic,RWD,14439,1199
64,USED,2006 Acura RSX,White,Gray,Automatic,FWD,7995,62364
65,USED,2004 Chrysler Crossfire,Black,Gray,Automatic,RWD,9885,18119
66,USED,2017 Acura NSX Base,White,Red,Automatic,AWD,102740,39769
67,USED,2019 Bugatti Chiron,Other,Other,Automatic,Unknown,3100000,320
68,USED,2016 BMW M235 i xDrive,Gray,Black,Automatic,AWD,22399,13292
69,USED,2007 Mazda RX-8 Sport,Silver,Black,Manual,RWD,5500,132760
70,USED,1984 Porsche 944,Red,Black,Manual,RWD,4995,144556
71,USED,2016 Scion FR-S Release Series 2.0,Silver,Black,Automatic,RWD,13995,35195
72,USED,2009 Mercedes-Benz CL 550 4MATIC,Gray,Other,Automatic,AWD,14999,89690
73,USED,2005 Mazda RX-8 Sport Automatic,Blue,Black,Automatic,RWD,6998,33041
74,USED,2016 Nissan 370Z Sport,Black,Black,Manual,RWD,18998,$690
75,SUBARU CERTIFIED,2016 Subaru BRZ Premium,White,Black,Manual,RWD,16690,36347
76,USED,2002 Mercedes-Benz 430,Silver,Black,Automatic,RWD,3500,106400
77,USED,2005 Mazda RX-8 Sport Automatic,Black,Black,Automatic,RWD,6885,48583
78,USED,2004 Pontiac GTO,Blue,Black,Automatic,RWD,13995,$1500
79,USED,2016 BMW i8 Base,Silver,Gray,Automatic,AWD,62900,22668
80,USED,2016 BMW i8 Base,White,Brown,Automatic,AWD,68900,18910
81,USED,2007 Scion tC Base,Gray,Gray,Manual,FWD,5083,106825
82,USED,2017 Subaru BRZ Limited,White,Black,Automatic,RWD,16489,48085
83,USED,2018 Lexus LC 500 Base,Red,Black,Automatic,RWD,78750,$1150
84,NEW,2019 Cadillac ATS 2.0L Turbo Luxury,White,Brown,Automatic,AWD,41500,0
85,USED,2016 Hyundai Genesis Coupe 3.8 R-Spec,Gray,Black,Manual,RWD,11990,31000
86,USED,2014 Cadillac CTS Performance,White,Black,Automatic,RWD,14495,15844
87,USED,2016 Scion FR-S Base,White,Black,Manual,RWD,14999,29531
88,USED,2007 Mazda RX-8 Sport,Blue,Black,Manual,RWD,7999,66467
89,USED,2012 Lexus LFA Base,Black,Black,Automatic,RWD,469999,2049
90,USED,2020 Lamborghini Huracan EVO Base,Other,Black,Automanual,AWD,289900,1698
91,USED,2019 Lamborghini Aventador SVJ SVJ,Black,Other,Automatic,AWD,524900,874
92,USED,1995 Mitsubishi 3000GT Base,White,Black,Manual,FWD,5985,129910
93,USED,2009 Maserati GranTurismo,Blue,Orange,Automatic,RWD,29995,64747
94,USED,1996 Nissan 300ZX 2dr Cpe 2+2 Manual w/T-Bar,White,Black,Manual,RWD,5999,112612
95,USED,2013 Hyundai Genesis Coupe 2.0T Premium,Black,Beige,Automatic,Unknown,9999,41334
96,USED,2017 smart ForTwo Electric Drive passion,White,Black,Automatic,RWD,9447,14565
97,USED,1997 Acura Integra LS,Black,Other,Manual,FWD,2995,175513
98,USED,2011 Honda CR-Z EX,Gray,Silver,CVT,FWD,3900,116000
99,USED,2014 BMW i8 Base,White,Brown,Automatic,AWD,60950,10749
100,USED,2017 Ford Mustang GT Premium,White,Black,Manual,RWD,22499,33927
101,USED,2015 BMW i8 Base,Black,Beige,Automatic,AWD,65800,14000
102,USED,2015 Lexus RC F Base,White,Black,Automatic,RWD,36770,32400
103,USED,2017 Maserati GranTurismo Sport,Gray,Black,Automatic,RWD,62995,9971
104,USED,2010 Lotus Evora,Black,Other,Manual,RWD,40906,$992
105,USED,2018 Lexus LC 500 Base,Other,Beige,Automatic,RWD,68788,23995
106,AUDI CERTIFIED,2019 Audi TT RS 2.5T quattro,White,Black,Automatic,AWD,64997,1336
107,USED,1977 Pontiac Firebird Trans Am,White,Beige,Other / Unknown,Unknown,29998,72071
108,USED,2015 Nissan GT-R Black Edition,Red,Black,Automatic,AWD,44000,19220
109,USED,2006 Mazda RX-8 Base,Silver,Black,Automatic,RWD,5811,115552
110,USED,2000 Toyota Celica GTS,Silver,Gray,Manual,FWD,3150,162000
111,USED,2010 Mazda RX-8 Sport,Black,Black,Automatic,RWD,6495,95288
112,USED,2013 Scion FR-S,White,Gray,Manual,RWD,10995,92975
113,USED,1993 Toyota Supra Base,Black,Red,Automatic,RWD,34978,95890
114,USED,1993 Nissan 300ZX,White,Beige,Automatic,FWD,9500,82511
115,USED,2005 Bentley Continental GT,Blue,Other,Automatic,AWD,32994,46701
116,USED,2006 Chrysler Crossfire Limited,Gray,Gray,Automatic,RWD,6500,45695
117,USED,1984 Porsche 928 S,Red,Beige,Automatic,RWD,14975,47289
118,USED,2005 Pontiac Sunfire,Silver,Gray,Manual,FWD,2995,107240
119,USED,2016 BMW 228 i xDrive,Black,Black,Automatic,AWD,17900,18267
120,USED,2015 Scion FR-S,Other,Other,Manual,RWD,10900,39000
121,USED,2013 Lotus Evora 2+2,Black,Black,Automatic,RWD,47995,6213
122,USED,1992 Lexus SC 400,Red,Black,Automatic,Unknown,6995,76274
123,USED,2018 Lexus LC 500 Base,Gray,Red,Automatic,RWD,63999,30873
124,USED,2015 BMW i8 Base,White,Blue,Automatic,AWD,58960,37112
125,USED,1969 Chevrolet Chevelle SS,Black,Black,Manual,Unknown,42991,15235
126,USED,2005 Mazda RX-8 Sport Automatic,Blue,Black,Automatic,RWD,4312,129656
127,USED,2019 BMW M850 i xDrive,Blue,White,Automatic,AWD,96000,4962
128,USED,2004 INFINITI G35 Sports Coupe,Gray,Black,Manual,RWD,8995,88822
129,USED,2015 Lexus RC 350 Base,Black,Red,Automatic,RWD,23895,23828
130,USED,2005 Chrysler Crossfire SRT-6,Blue,Gray,Automatic,RWD,16688,30086
131,USED,2018 Lexus LC 500 Base,Blue,Other,Automatic,RWD,63895,27587
132,LEXUS CERTIFIED,2018 Lexus LC 500 Base,White,Red,Automatic,RWD,70988,19388
133,USED,2017 Acura NSX Base,White,Other,Automatic,AWD,119950,7360
134,USED,1994 Lincoln Mark VIII,Black,Black,Automatic,RWD,5900,77294
135,USED,2016 BMW 228 i xDrive,Gray,Black,Automatic,AWD,16900,22985
136,USED,2019 Toyota 86,Black,Red,Manual,RWD,25318,$542
137,USED,2010 Hyundai Genesis Coupe 3.8 Grand Touring,Blue,Black,Automatic,RWD,6990,62745
138,LEXUS CERTIFIED,2018 Lexus LC 500 Base,White,Red,Automatic,RWD,72995,5940
139,USED,2014 BMW M235 i,Black,Black,Manual,RWD,19999,51546
140,USED,2003 Mitsubishi Eclipse GT,Blue,Gray,Manual,FWD,2999,84194
141,USED,2005 Pontiac GTO,Silver,Red,Automatic,RWD,13000,78316
142,USED,1988 Cadillac Allante,White,Beige,Automatic,FWD,5990,51000
143,USED,2013 Bentley Continental GT V8,Other,Other,Automatic,AWD,79995,30175
144,USED,2015 BMW i8 Base,White,Brown,Automatic,AWD,54990,51601
145,USED,2018 Lexus LC 500 Base,White,Red,Automatic,RWD,71499,23985
146,USED,2012 Mitsubishi Eclipse GS Sport,Gray,Gray,Automatic,FWD,6000,$1000
147,USED,2016 Lexus RC F Base,White,Red,Automatic,RWD,45000,32997
148,USED,1996 Nissan 300ZX Turbo,White,Beige,Automatic,RWD,16500,64260
149,USED,2006 Pontiac GTO,Red,Black,Manual,RWD,13495,20968
150,USED,2015 Lamborghini Huracan LP610-4,Blue,Other,Automatic,AWD,139000,47293
151,USED,2008 Hyundai Tiburon GS,White,Gray,Automatic,FWD,5498,118068
152,USED,2014 BMW i8 Base,Gray,White,Automatic,AWD,52999,49692
153,USED,2019 Lamborghini Aventador SVJ Base,Other,Other,Automatic,AWD,580365,77
154,USED,2016 Lexus RC 300 Base,Black,Red,Automatic,AWD,22890,$1600
155,USED,2008 Mercedes-Benz CL 63 AMG,Black,Black,Automatic,RWD,17400,72243
156,USED,2019 BMW M850 i xDrive,Blue,Black,Automatic,AWD,88900,10
157,USED,1985 Jaguar XJS HE,White,Beige,Automatic,RWD,10300,48000
158,USED,2013 INFINITI IPL G Base,Gray,Red,Automatic,RWD,19995,$1000
159,USED,2017 Lexus RC 350 Base,Black,Black,Automatic,RWD,32900,6313
160,USED,2018 Audi RS 5 2.9T quattro,Gray,Black,Automatic,AWD,65888,12896
161,USED,2013 Bentley Continental GT Speed,Other,Other,Automatic,AWD,71962,31568
162,BMW CERTIFIED,2016 BMW i8 Base,White,White,Automatic,AWD,62964,45291
163,USED,2019 Toyota 86 TRD SE,Black,Black,Manual,RWD,24119,2189
164,USED,2020 Toyota Supra LAUNCH EDITION,Black,Red,Automatic,RWD,56994,1388
165,USED,1965 Ford Thunderbird,Red,Other,Automatic,Unknown,6900,79198
166,USED,2015 BMW i8 Base,White,Beige,Automatic,AWD,59995,31589
167,USED,2007 Mazda RX-8 Sport,Silver,Black,Manual,RWD,8995,61370
168,USED,2017 Mercedes-Benz AMG GT AMG GT,White,Black,Automatic,RWD,70900,$1000
169,USED,2018 Subaru BRZ Limited,Red,Black,Automatic,RWD,17995,9269
170,USED,2008 Mazda RX-8 40th Anniversary Edition,Gray,Red,Manual,RWD,10252,78025
171,USED,2006 Chevrolet Monte Carlo LT,Blue,Gray,Automatic,FWD,2997,108753
172,USED,1983 Toyota Celica,Red,Other,Other / Unknown,RWD,5995,88859
173,USED,2019 Lexus LC 500 Base,White,Black,Automatic,RWD,80986,$1497
174,USED,2012 Ford Shelby GT500 Base,White,Black,Manual,RWD,38977,12000
175,USED,2017 Nissan 370Z NISMO,Silver,Red,Manual,RWD,21998,13719
176,USED,2015 Scion FR-S,White,Other,Automatic,RWD,9974,36840
177,USED,2016 Maserati GranTurismo Sport,Black,Black,Automatic,RWD,62899,$825
178,USED,2017 Jaguar F-TYPE R,Silver,Other,Automatic,AWD,43492,21972
179,USED,2006 Toyota Camry Solara SE V6,Blue,Beige,Automatic,FWD,5400,121800
180,USED,2016 Ford Shelby GT350 Base,Red,Black,Manual,RWD,39995,32714
181,USED,1996 Nissan 300ZX Turbo,Black,Black,Automatic,FWD,3988,112000
182,USED,2015 Jaguar XK XKR,Black,Gray,Automatic,RWD,37199,17054
183,USED,2013 Hyundai Genesis Coupe 2.0T,Silver,Black,Automatic,RWD,8990,67000
184,USED,2017 Toyota 86 Base,Silver,Black,Automatic,RWD,16999,17570
185,USED,2011 Scion tC Base,Gray,Other,Automatic,FWD,3986,121482
186,USED,2006 Nissan 350Z,Black,Black,Manual,RWD,8998,103274
187,USED,2011 Volvo C30 T5,Blue,Black,Automatic,FWD,7000,49000
188,USED,2019 Dodge Challenger R/T,Black,Black,Automatic,RWD,22789,11879
189,USED,2005 Mercedes-Benz SLR McLaren,Silver,Red,Automatic,RWD,259950,10296
190,USED,1993 Mitsubishi 3000GT VR-4,Red,Other,Manual,AWD,16500,31648
191,USED,2016 Ford Shelby GT350 Base,White,Other,Manual,RWD,41982,6336
192,USED,1990 Jaguar XJS,Black,Black,Automatic,RWD,14995,38675
193,USED,2016 Jaguar F-TYPE Base,Green,Other,Automatic,RWD,36999,43242
194,USED,2017 Mercedes-Benz AMG C 63 S,Black,Black,Automatic,RWD,58722,16545
195,BMW CERTIFIED,2016 BMW i8 Base,Gray,Brown,Automatic,AWD,68995,$888
196,USED,2018 Mercedes-Benz AMG GT R,Black,Other,Automatic,RWD,126666,9800
197,USED,2014 Audi R8 4.2,Silver,Black,Manual,AWD,85000,24484
198,USED,2016 smart ForTwo Electric Drive passion,Black,Black,Automatic,RWD,7950,20424
199,USED,2006 Toyota Camry Solara SLE V6,Red,Gray,Automatic,FWD,6995,63407
200,USED,2011 Audi S5 4.2 Premium Plus quattro,Gray,Black,Automatic,AWD,16999,59907
201,USED,2008 Audi R8,Gray,Beige,Automanual,AWD,53900,58100
202,USED,2016 BMW i8 Base,Silver,Brown,Automatic,AWD,61194,29966
203,USED,2018 INFINITI Q60 3.0t LUXE,Gray,Gray,Automatic,RWD,26500,11575
204,USED,2007 Mercedes-Benz CL 550,White,Other,Automatic,RWD,16999,76650
205,USED,2012 Nissan 370Z NISMO,White,Other,Manual,RWD,17950,86281
206,USED,2016 Hyundai Genesis Coupe 3.8 Ultimate,Blue,Black,Automatic,RWD,18699,41356
207,USED,2016 Lexus RC F Base,Black,Black,Automatic,RWD,43880,27665
208,USED,2017 Toyota 86 Base,Black,Black,Automatic,RWD,16249,$700
209,USED,2018 INFINITI Q60 3.0t Red Sport 400,Black,Red,Automatic,RWD,38378,$549
210,USED,2003 Hyundai Tiburon,Red,Gray,Automatic,FWD,2999,133882
211,USED,2011 Scion tC Base,Gray,Gray,Automatic,FWD,6995,86663
212,USED,2004 Pontiac GTO,Yellow,Gray,Other / Unknown,RWD,5995,129556
213,USED,2000 Honda Prelude,Black,Other,Manual,FWD,2995,157388
214,USED,1987 Pontiac Fiero GT,Red,Beige,Manual,RWD,4985,96545
215,USED,2014 Cadillac ELR Base,Black,Black,Automatic,FWD,17504,74320
216,USED,2009 Mazda RX-8 Sport,Silver,Black,Automatic,RWD,5995,120629
217,USED,2016 Cadillac ATS-V Base,White,Other,Automatic,RWD,32998,51002
218,USED,2015 Hyundai Genesis Coupe 3.8 R-Spec,Red,Black,Manual,RWD,15445,44796
219,USED,2005 Chrysler Crossfire,Black,Black,Manual,RWD,4835,135196
220,USED,2012 Cadillac CTS Performance,Other,Other,Automatic,AWD,9900,$3000
221,USED,2007 Mercedes-Benz CL 600,Black,Other,Automatic,RWD,17995,87116
222,USED,2005 Mazda RX-8 Sport Automatic,Black,Black,Automatic,RWD,6000,88987
223,USED,2017 BMW M2 Base,Other,Other,Other / Unknown,RWD,36498,$952
224,USED,2004 Chrysler Crossfire,Black,Gray,Automatic,RWD,8900,43785
225,USED,2004 Pontiac GTO,Black,Red,Automatic,RWD,8895,121786
226,USED,2019 INFINITI Q60 RED SPORT 400,Gray,Red,Automatic,AWD,43900,6582
227,USED,2018 Lexus LC 500 Base,Black,Red,Automatic,RWD,69000,10673
228,USED,2018 Lamborghini Aventador S Base,Other,Black,Automatic,AWD,359995,5081
229,USED,1992 Dodge Stealth R/T Turbo,Red,Gray,Manual,FWD,11900,81225
230,USED,2012 Lamborghini Aventador LP700-4,Other,Black,Automatic,AWD,219800,$10000
231,USED,2018 Lexus LC 500 Base,White,Red,Automatic,RWD,67786,18280
232,USED,2015 Subaru BRZ Limited,Blue,Black,Manual,RWD,16499,21590
233,USED,2005 Bentley Continental GT,Blue,Other,Automatic,AWD,29995,46936
234,USED,2008 smart ForTwo Pure,Silver,Black,Automatic,RWD,3795,72688
235,USED,2011 BMW 1 Series M Base,White,Black,Manual,RWD,74800,23507
236,USED,2016 Alfa Romeo 4C Base,Black,Black,Automatic,RWD,41990,13500
237,USED,2011 Nissan GT-R Premium,White,Gray,Automatic,AWD,45500,89218
238,USED,2012 Honda CR-Z EX,Blue,Gray,Automatic,FWD,9300,43748
239,USED,1995 Lincoln Mark VIII LSC,Red,Beige,Automatic,RWD,2500,109000
240,USED,1993 Toyota Supra,White,Black,Manual,Unknown,49900,83000
241,USED,2014 Mercedes-Benz SLS AMG Black Series Base,Black,Black,Automatic,RWD,439999,$20000
242,USED,2011 Mitsubishi Eclipse GS Sport,Other,Gray,Automatic,FWD,6995,46143
243,USED,1957 Ford Thunderbird,Black,Other,Manual,Unknown,29988,67483
244,USED,2006 Chrysler Crossfire Standard,Black,Other,Manual,RWD,6475,64972
245,NEW,2019 Cadillac ATS 2.0L Turbo Luxury,Silver,Black,Automatic,RWD,35790,0
246,USED,2012 Nissan GT-R Premium,White,Black,Automatic,AWD,59995,32738
247,USED,2003 Chevrolet Monte Carlo SS,Blue,Other,Automatic,FWD,5950,86000
248,USED,2008 Mitsubishi Eclipse GT,Silver,Black,Automatic,FWD,5995,86466
249,USED,2014 Subaru BRZ Premium,White,Black,Manual,RWD,13495,$1000
250,USED,2012 Audi TTS 2.0T Premium Plus,Silver,Black,Automanual,AWD,20999,50896
251,USED,2008 Mercedes-Benz CL 550,Black,Beige,Automatic,RWD,16491,64280
252,USED,2010 smart ForTwo Pure,White,Other,Automatic,RWD,4999,51560
253,LEXUS CERTIFIED,2019 Lexus LC 500h,Silver,Beige,CVT,RWD,78998,4128
254,LEXUS CERTIFIED,2019 Lexus LC 500,Gray,Red,Automatic,RWD,86888,6353
255,USED,2002 Ferrari 360 Modena,Other,Other,Automanual,RWD,57999,28597
256,USED,1994 Honda del Sol S,Red,Black,Manual,FWD,11995,51270
257,USED,2018 Lexus LC 500 Base,White,Black,Automatic,RWD,71888,14213
258,USED,2007 Chevrolet Cobalt LT,Red,Black,Automatic,FWD,4500,85224
259,USED,2016 Mercedes-Benz AMG GT AMG GT S,Black,Black,Automatic,RWD,74900,$1000
260,USED,2005 Chevrolet Cobalt SS Supercharged,Red,Black,Manual,FWD,2995,119935
261,USED,2003 Acura CL 3.2 Type S,Gray,Black,Automatic,FWD,3495,132072
262,USED,2016 Cadillac ELR,Gray,Brown,Automatic,FWD,31942,$2000
263,USED,2018 Lexus LC 500 Base,Black,Black,Automatic,RWD,79990,13077
264,USED,2015 Lexus RC F Base,Blue,Black,Automatic,RWD,35895,60659
265,USED,2018 Toyota 86 GT,White,Black,Manual,RWD,18990,$809
266,USED,2006 Nissan 350Z,Silver,Black,Manual,RWD,12998,56440
267,USED,2019 Mercedes-Benz AMG GT 63 4-Door,Gray,Black,Automatic,AWD,153950,4195
268,USED,2004 Pontiac GTO,Yellow,Black,Automatic,RWD,12999,65586
269,AUDI CERTIFIED,2019 Audi TT RS 2.5T quattro,Blue,Black,Automatic,AWD,63994,$1000
270,USED,2013 Dodge SRT Viper GTS,Other,Other,Manual,RWD,98888,24750
271,USED,2014 Subaru BRZ Premium,Gray,Black,Manual,RWD,14895,35056
272,USED,2015 Nissan GT-R Black Edition,White,Black,Automatic,AWD,72874,11827
273,USED,2017 Aston Martin DB11,Silver,Other,Automatic,RWD,128888,11163
274,USED,2004 Audi TT 1.8T,Black,Black,Automatic,FWD,7350,68982
275,USED,2019 Toyota 86 Base,Gray,Black,Automatic,RWD,19489,299
276,USED,2008 Maserati GranTurismo,Black,Beige,Automanual,RWD,32000,38800
277,USED,2004 Chrysler Crossfire,Black,Gray,Automatic,RWD,8500,65382
278,USED,2019 Toyota 86 GT,Black,Black,Manual,RWD,19989,2409
279,USED,2012 Lexus LFA Base,Yellow,Black,Automatic,RWD,529000,223
280,USED,2002 Mercedes-Benz CLK430,Red,Gray,Automatic,RWD,4998,97583
281,USED,2018 INFINITI Q60 3.0t Sport,White,Other,Automatic,RWD,33477,8185
282,USED,2006 INFINITI G35 Base,Silver,Black,Automatic,RWD,6900,112058
283,USED,2017 BMW M4 Base,Blue,Beige,Automatic,RWD,39599,22497
284,USED,2016 BMW i8 Base,Gray,Black,Automatic,AWD,59927,45465
285,USED,2017 Lexus RC 350 Base,Silver,Black,Automatic,RWD,27488,8933
286,USED,2014 Porsche Cayman S,Black,Black,Automanual,RWD,46925,16952
287,USED,2017 Aston Martin DB11 Launch Edition,Silver,Other,Automatic,RWD,135888,6429
288,USED,2011 Audi TTS 2.0T Prestige quattro,White,Other,Automatic,AWD,19990,$1000
289,USED,2017 Jaguar F-TYPE Base,Gray,Black,Automatic,RWD,29980,16268
290,USED,2015 BMW i8 Base,Gray,Gray,Automatic,AWD,53490,32850
291,USED,1987 Lamborghini Countach,Black,Black,Manual,Unknown,359000,7000
292,USED,1959 Ford Thunderbird MECUM CAR,White,Red,Automatic,RWD,19980,27570
293,USED,2005 INFINITI G35 Sport,Black,Black,Manual,RWD,8995,119097
294,USED,1986 Honda Prelude Si,Black,Gray,Manual,FWD,2998,320000
295,USED,2014 BMW 435 i,Gray,Gray,Automatic,RWD,16995,83487
296,USED,2017 Ford Shelby GT350 Base,White,Black,Manual,RWD,48427,3058
297,USED,2000 Honda Prelude,Blue,Black,Manual,4x2/2-wheel drive,1999,130000
298,USED,2016 Cadillac ATS-V Base,Blue,Black,Manual,RWD,42450,27820
299,USED,1993 Mazda RX-7,Blue,Black,Manual,Unknown,32995,76593
300,USED,2016 BMW i8 Base,Gray,Other,Automatic,AWD,65499,13576
301,USED,2013 Hyundai Genesis Coupe 2.0T,White,Black,Automatic,RWD,11977,39800
302,USED,2016 Nissan 370Z Touring,Black,Black,Automatic,RWD,15999,50626
303,USED,2014 Scion tC Monogram,Black,Gray,Automatic,FWD,10000,76283
304,USED,2014 Rolls-Royce Wraith Base,White,Beige,Automatic,RWD,149996,$4000
305,USED,2008 Hyundai Tiburon GS,Silver,Black,Automatic,FWD,5693,118318
306,USED,2006 Chevrolet Cobalt SS,Orange,Other,Manual,FWD,1499,126532
307,USED,2016 Lexus RC 200t Base,Silver,Red,Automatic,RWD,21899,$967
308,USED,2006 INFINITI G35 Base,Black,Beige,Automatic,RWD,4988,124571
309,USED,2011 Hyundai Genesis Coupe 2.0T Premium,Silver,Black,Automatic,RWD,6998,92273
310,USED,2000 Toyota Celica GT,White,Other,Manual,FWD,1295,181688
311,USED,2002 Pontiac Sunfire SE,White,Other,Other / Unknown,FWD,995,83271
312,USED,2014 BMW i8 Base,Gray,Brown,Automatic,AWD,64974,2767
313,USED,1990 Nissan 300ZX GS,Red,Black,Manual,RWD,14995,44000
314,USED,2005 Pontiac GTO,Silver,Other,Manual,RWD,13999,115607
315,USED,2015 Lexus RC F 2dr Cpe,White,Black,Automatic,RWD,35991,60701
316,USED,2017 Lotus Evora 400 Base,Black,Black,Automatic,RWD,99000,1826
317,NEW,2019 Cadillac ATS 2.0L Turbo,Black,Black,Automatic,AWD,36880,0
318,USED,2015 Lamborghini Aventador LP700-4,Other,Black,Automatic,AWD,279900,13960
319,USED,1990 Buick Reatta Base,Black,Gray,Automatic,FWD,2477,63362
320,USED,2013 Honda CR-Z EX,Yellow,Black,Manual,FWD,11995,77695
321,USED,2007 Scion tC Base,Other,Other,Automatic,FWD,4500,98000
322,USED,2017 Acura NSX,Silver,Black,Automatic,AWD,120719,12379
323,USED,2015 Scion tC,Black,Gray,Manual,FWD,8747,75818
324,USED,2016 Cadillac ATS-V Base,Blue,Black,Manual,RWD,32747,55686
325,USED,2017 Lamborghini Huracan LP580-2,Gray,Black,Automatic,RWD,187454,6082
326,USED,2016 smart ForTwo Electric Drive passion,Gray,Black,Automatic,RWD,8995,13593
327,USED,2016 Scion FR-S,Red,Black,Manual,RWD,12995,40686
